,0,1,2,label
32,Removed assert_warns_message from gaussian_process/tests,"[Label(name=""No Changelog Needed""), Label(name=""module:gaussian_process"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19697,NO
33,PCA Score function returning positive values,"[Label(name=""Bug: triage"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19696,bug
34,[MRG] Fix documentation for russelrao formula,"[Label(name=""module:neighbors"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19695,NO
35,Documentation for russellrao appears incorrect,"[Label(name=""Documentation"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19694,Documentation
36,Ridge and Lasso return different shaped .coef_ attributes,"[Label(name=""Bug: triage"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19693,bug
37,ENH Adds n_features_in_ checking to multioutput,"[Label(name=""No Changelog Needed"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19692,NO
38,Remove assert warn from preprocessing tests,"[Label(name=""No Changelog Needed""), Label(name=""module:preprocessing"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19691,NO
39,FIX RuntimeWarning division by zero in check_classifiers_one_label,[],https://api.github.com/repos/scikit-learn/scikit-learn/issues/19690,NO
40,try to downgrade the sklearn version and rise a strange error ,[],https://api.github.com/repos/scikit-learn/scikit-learn/issues/19689,NO
41,"Added utils.gen_batches in documentation, Solving issue #19681","[Label(name=""Documentation""), Label(name=""module:utils"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19688,Documentation
42,DOC Improve documentation consistency for GaussianProcessRegressor,"[Label(name=""Documentation""), Label(name=""module:gaussian_process"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19687,Documentation
43,Pass the confusion matrix as a parameter,"[Label(name=""module:metrics"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19686,NO
44,Pass the confusion matrix as a parameter,"[Label(name=""module:metrics"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19685,NO
45,ValueError in _lars_path_solver in _least_angle.py,[],https://api.github.com/repos/scikit-learn/scikit-learn/issues/19682,NO
46,utils.gen_batches missing from documentation,"[Label(name=""Documentation""), Label(name=""Easy""), Label(name=""good first issue""), Label(name=""module:utils"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19681,Documentation
47,[MRG] PLS target values (Y) inverse-transform,"[Label(name=""module:cross_decomposition"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19680,NO
48,Pass the confusion matrix as a parameter,"[Label(name=""New Feature"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19679,feature
49,TST Change assert from sklearn to pytest style in tests/test_pipeline.py,"[Label(name=""No Changelog Needed"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19678,NO
50,OneHot/OrdinalEncoder categories broken for dtype='S',"[Label(name=""Bug""), Label(name=""Regression""), Label(name=""help wanted"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19677,bug
51,[WIP] FIX index overflow error in sparse matrix polynomial expansion (bis),"[Label(name=""module:preprocessing"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19676,NO
52,DOC Fix typo in plot_multi_metric_evaluation example,"[Label(name=""Documentation"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19675,Documentation
53,'<' not supported between instances of 'tuple' and 'Version' error,"[Label(name=""Bug: triage"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19672,bug
54,MNT Fix error message for Minkowski metric parameter,"[Label(name=""No Changelog Needed""), Label(name=""module:neighbors"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19671,NO
55,ENH Deprecated the default random_state=0 in randomized_svd,"[Label(name=""module:utils"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19670,NO
56,ENH Better error for corrupted files in fetch_kddcup99,"[Label(name=""module:datasets"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19669,NO
57,MNT Remove absolute imports,[],https://api.github.com/repos/scikit-learn/scikit-learn/issues/19668,NO
58,Corrupted Loaded Dataset Returns Unhelpful Error,"[Label(name=""New Feature"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19667,feature
59,MNT Move kmeans_plusplus next to _kmeans_plusplus,"[Label(name=""module:cluster"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19666,NO
60,Inconsistent behavior with bagging & base estimator class_weight,"[Label(name=""Bug: triage"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19665,bug
61,[MRG] Fix BaseLabelPropagation to accept sparse matrices. ,"[Label(name=""module:semi_supervised"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19664,NO
62,TST Change assert from sklearn to pytest style in tests/test_multioutput.py,[],https://api.github.com/repos/scikit-learn/scikit-learn/issues/19663,NO
63,LogisticRegression is multithreading -- why and how?  Can it be turned off?,"[Label(name=""Question"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19662,NO
64,DOC Use term 'black people' instead of 'blacks' in Boston descr,"[Label(name=""Documentation""), Label(name=""module:datasets"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19661,Documentation
65,[BUG?] OverflowError in _liblinear.npx,[],https://api.github.com/repos/scikit-learn/scikit-learn/issues/19660,NO
66,BUG Fixes verbose > 2 for grid search,"[Label(name=""To backport""), Label(name=""module:model_selection"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19659,NO
67,No score output when using BaseSearchCV with appropriate verbosity and non-dict scoring,"[Label(name=""Bug""), Label(name=""Regression"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19658,bug
68,Inappropriate Language in scikit-learn: Boston house prices dataset Description,[],https://api.github.com/repos/scikit-learn/scikit-learn/issues/19657,NO
69,Variable regularisation strengths for Lasso Ridge and ElasticNet,"[Label(name=""New Feature"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19656,feature
70,"sklearn\metrics\_scorer.py"", line 53 → AttributeError: 'LassoCV' object has no attribute 'predict_proba'","[Label(name=""Bug: triage"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19655,bug
71,libsvm_sparse can fail when sample_weight has some zeros,"[Label(name=""Bug: triage""), Label(name=""module:svm"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19654,bug
72,Differences in penalties handled by solvers in Logistic Regression Documentation,"[Label(name=""Documentation""), Label(name=""Easy""), Label(name=""good first issue""), Label(name=""help wanted""), Label(name=""module:linear_model"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19651,Documentation
73,MNT Make setup.py command parsing more robust,[],https://api.github.com/repos/scikit-learn/scikit-learn/issues/19650,NO
74,Optimizing the fine-tuning of PCA / KernelPCA n_components,"[Label(name=""New Feature""), Label(name=""module:decomposition"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19649,feature
75,FIX Don't draw unnecessary seeds in RandomForests,"[Label(name=""No Changelog Needed""), Label(name=""module:ensemble"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19648,NO
76,How do we pass eval_set of a Catboost model into fit function of Multioutputclassifier of sklearn?,[],https://api.github.com/repos/scikit-learn/scikit-learn/issues/19647,NO
77,FIX Fixes regression in CCA,"[Label(name=""Blocker""), Label(name=""module:cross_decomposition"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19646,NO
78,could you make rmse in sklearn.metrics,[],https://api.github.com/repos/scikit-learn/scikit-learn/issues/19645,NO
79,Implemented persistent random seeds for OOB score calculation in random forests,"[Label(name=""module:ensemble"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19644,NO
80,ENH Raises error in hinge_loss when 'pred_decision' is invalid,"[Label(name=""Bug""), Label(name=""module:metrics"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19643,bug
81,New fontsize feature,"[Label(name=""module:metrics"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19642,NO
82,Fix Calibrated classifier cv predictions with pipeline,[],https://api.github.com/repos/scikit-learn/scikit-learn/issues/19641,NO
83,K bins discretizer encoder feature,"[Label(name=""module:preprocessing"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19640,NO
84,TST Fixes failing test on main,"[Label(name=""No Changelog Needed"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19639,NO
85,[BUG] hinge_loss multi,"[Label(name=""Bug""), Label(name=""module:metrics"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19638,bug
86,CalibratedClassifier on pipelines,"[Label(name=""Bug"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19637,bug
87,"Make train_test_split() support splitting to train, test and validation set at the same time","[Label(name=""New Feature"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19636,feature
88,Fixed Sequential Feature Selector - unsupervised fit issue with docs and test update,"[Label(name=""module:feature_selection"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19635,NO
89,DOC Fixes spelling mistake in _kmeans.py,"[Label(name=""Documentation""), Label(name=""module:cluster"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19634,Documentation
90,ENH Adds _num_features for array-likes,"[Label(name=""No Changelog Needed""), Label(name=""Waiting for Reviewer""), Label(name=""module:utils"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19633,NO
91,OOB calculation in Random Forests seems to use incorrect indices,"[Label(name=""Enhancement""), Label(name=""module:ensemble"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19632,enhancement
92,FIX Fixes bug in mlp when loading a pickle and partial_fit,"[Label(name=""module:neural_network"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19631,NO
93,Warn when gamma is set with linear kernel (#19614),"[Label(name=""module:svm"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19630,NO
94,PolynomialFeatures always generates all combinations with degree less than the degree parameter,"[Label(name=""New Feature""), Label(name=""module:preprocessing"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19627,feature
95,[BUG] partial_fit() not updating weights of loaded models,"[Label(name=""Bug""), Label(name=""module:neural_network"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19626,bug
96,ValueError: could not convert string to float: 'OLIFE',"[Label(name=""Bug: triage"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19625,bug
97,FIX RuntimeWarning by dividing by zero in test_iforest_with_uniform_data ,"[Label(name=""No Changelog Needed""), Label(name=""module:ensemble"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19622,NO
98,TST Uses pytest.raises in model_selection/tests,"[Label(name=""No Changelog Needed""), Label(name=""module:model_selection"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19621,NO
99,Add a test to check the consistency of the Ridge and ElasticNet(l1_ratio=0) solutions,"[Label(name=""Enhancement""), Label(name=""No Changelog Needed""), Label(name=""Waiting for Reviewer""), Label(name=""module:linear_model""), Label(name=""module:test-suite"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19620,enhancement
100,n_components and n_features exchanged in FastICA.fit_,"[Label(name=""Bug""), Label(name=""module:decomposition"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19619,bug
101,TST replace assert_raise_* by pytest.raises in tests/test_multioutput.py,"[Label(name=""No Changelog Needed"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19618,NO
102,sklearn kmeans elkan algorithm,"[Label(name=""Question""), Label(name=""module:cluster"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19617,NO
103,[WIP] trying to fix normalize=True and sample_weight invariance for linear models,"[Label(name=""Bug""), Label(name=""module:linear_model"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19616,bug
104,[RFC] Ridge correctness evaluation,"[Label(name=""Enhancement""), Label(name=""module:linear_model""), Label(name=""module:test-suite"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19615,enhancement
105,Give feedback when `svm.SVC` is configured with kernel hyperparameters for a different kernel,"[Label(name=""New Feature""), Label(name=""module:svm"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19614,feature
106,"Tree model ""split"" feature importance within identical features","[Label(name=""New Feature"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19613,feature
107,resolve issue#19051,"[Label(name=""module:metrics"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19612,NO
108,MNT move PolynomialFeatures from _data.py to _polynomial.py,"[Label(name=""No Changelog Needed""), Label(name=""module:preprocessing"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19611,NO
109,Archetypal Analysis,"[Label(name=""New Feature"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19610,feature
110,"""Float64"" not a valid dtype for SelectFromModel but ""float64"" is","[Label(name=""Bug: triage"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19609,bug
111,Memory mapping causes disk space usage bloat in big models with many search parameters,"[Label(name=""Enhancement""), Label(name=""Large Scale""), Label(name=""module:model_selection"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19608,enhancement
112,RFC Make non_negative_factorization call NMF instead of the opposite,"[Label(name=""No Changelog Needed""), Label(name=""module:decomposition"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19607,NO
113,eliminate performance regression when normalize is False,"[Label(name=""module:linear_model"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19606,NO
114,ModuleNotFoundError,[],https://api.github.com/repos/scikit-learn/scikit-learn/issues/19605,NO
115,add VCA to Decomposing signals in components (matrix factorization problems),"[Label(name=""New Feature""), Label(name=""module:decomposition"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19604,feature
116,_fit_regressor in stochastic_gradient.py does not use random state for call to make_dataset,"[Label(name=""Bug""), Label(name=""module:linear_model"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19603,bug
117,Error while running model in pkl format through Flask,"[Label(name=""Bug"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19602,bug
118,"What's the difference between KFold with Shuffle, and Shuffle Split?","[Label(name=""Documentation"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19601,Documentation
119,Performance regression in linear models,"[Label(name=""Performance"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19600,performance
120,SplineTransformer raises when passing knots explicity for n_knots=None,"[Label(name=""Enhancement""), Label(name=""module:preprocessing"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19598,enhancement
121,MAINT Update _arff.py,[],https://api.github.com/repos/scikit-learn/scikit-learn/issues/19597,NO
122,Check for milestone and change log connection,"[Label(name=""Build / CI""), Label(name=""RFC"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19596,build
123,Update _multilayer_perceptron.py,"[Label(name=""module:neural_network"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19595,NO
124,TST Do not use cache in test in `test_fetch_openml_iris`,"[Label(name=""Build / CI""), Label(name=""No Changelog Needed""), Label(name=""module:datasets""), Label(name=""module:test-suite"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19594,build
125,TST Change assert from sklearn to pytest style in tests/test_multiclass.py,"[Label(name=""No Changelog Needed"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19593,NO
126,TST replaces assert_raise* by pytest.raises in model_selection/tests/test_validation.py,"[Label(name=""No Changelog Needed""), Label(name=""module:model_selection"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19592,NO
127,"DOC Add example for calculating precision, recall and F1 in case of multilabel classification","[Label(name=""Documentation""), Label(name=""module:metrics"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19591,Documentation
128,cannot import name 'delayed' from 'sklearn.utils.fixes' ,"[Label(name=""Bug: triage"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19590,bug
129,Updated notes in documentation regarding macro-F1 in _classification.py  ,"[Label(name=""module:metrics"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19589,NO
130,Random failure in fetch_openml tests,"[Label(name=""Build / CI""), Label(name=""module:test-suite"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19587,build
131,Add BNP Paribas Cardif testimonial.,"[Label(name=""To backport"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19586,NO
132,TST replaces assert_raises* by pytest.raises in model_selection/tests/test_split.py,"[Label(name=""No Changelog Needed""), Label(name=""module:model_selection"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19585,NO
133,Order of features selected in Sequential feature selection transformer,"[Label(name=""New Feature""), Label(name=""module:feature_selection"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19583,feature
134,FIX Deep copy criterion in trees to fix concurrency bug,"[Label(name=""module:ensemble""), Label(name=""module:tree"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19580,NO
135,FIX Do not call get_feature_names for empty column selections,"[Label(name=""module:compose"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19579,NO
136,LinearRegression fits wrongly on csr sparse matrix with sample weights,"[Label(name=""Bug""), Label(name=""module:linear_model"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19578,bug
137,FIX bug in SplineTransformer.n_features_out_,"[Label(name=""module:preprocessing"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19577,NO
138,MAINT Move PolynomialFeatures to _polynomial.py,"[Label(name=""Easy""), Label(name=""module:preprocessing"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19574,NO
139,RobustScaler make the outlier bigger,"[Label(name=""Documentation"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19573,Documentation
140,"SimpleImputer strategy ""most_frequent"" returning ValueError: could not convert string to float when imputing strings","[Label(name=""Bug: triage""), Label(name=""module:impute"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19572,bug
141,ENH Optimize dot product order for LogisticRegression for dense matrices,"[Label(name=""module:linear_model"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19571,NO
142,Sequential feature selection - unsupervised learning,"[Label(name=""module:feature_selection"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19568,NO
143,Haversine Distance is not working,"[Label(name=""Bug: triage"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19567,bug
144,Return correlation in f_regression function,"[Label(name=""New Feature""), Label(name=""module:feature_selection"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19566,feature
145,Change assert from sklearn to pytest style in module linear_model/tests,"[Label(name=""No Changelog Needed""), Label(name=""module:linear_model"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19565,NO
146,ENH Adds final_estimator in html repr for Stacking*,"[Label(name=""module:ensemble"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19564,NO
147,fixed issue 19304 and added test coverage,"[Label(name=""module:ensemble"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19563,NO
148,GaussianMixture with BIC/AIC,"[Label(name=""module:mixture"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19562,NO
149,DOC Fix documentation on pickle portability,"[Label(name=""Documentation"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19561,Documentation
150,FIX race condition in get_data_home causing FileExistsError,"[Label(name=""Bug""), Label(name=""No Changelog Needed""), Label(name=""Waiting for Reviewer""), Label(name=""module:datasets"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19560,bug
151,[CI] changelog check failing on PR with unresolved conflicts,"[Label(name=""Bug""), Label(name=""Build / CI"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19559,bug
152,TST Change assert from sklearn to pytest style in tests/test_discriminant.py,"[Label(name=""No Changelog Needed""), Label(name=""module:test-suite"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19558,NO
153,DOC Update calibration.rst,"[Label(name=""Documentation"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19557,Documentation
154,Confusion matrix derived metrics,"[Label(name=""module:metrics"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19556,NO
155,Test and doc for n_features_in_ for sklearn.calibration,"[Label(name=""No Changelog Needed""), Label(name=""Waiting for Reviewer""), Label(name=""module:calibration""), Label(name=""module:utils"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19555,NO
156,Fixing documentaion typos,[],https://api.github.com/repos/scikit-learn/scikit-learn/issues/19554,NO
157,Linear Regression produced wrong results if forcing the coefficients to be positive,"[Label(name=""Bug: triage"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19553,bug
158,Remove all interactive features in sklearn. preprocessing.PolynomialFeatures,"[Label(name=""Bug: triage"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19552,bug
159,PolynomialFeatures doesn't work correctly when degree=0,"[Label(name=""Bug""), Label(name=""module:preprocessing"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19551,bug
160,ColumnTransformer treats empty arrays differently depending on their representation,"[Label(name=""Bug: triage"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19550,bug
161,CCA Issues from 0.23.2 -> 0.24.1,"[Label(name=""Bug""), Label(name=""Regression"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19549,bug
162,Common tests xfailed for Bicluster estimators,"[Label(name=""Moderate""), Label(name=""help wanted""), Label(name=""module:test-suite"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19548,NO
163,[RFC] Should scalers or other estimators warn when fit on constant features?,"[Label(name=""Enhancement""), Label(name=""module:preprocessing"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19547,enhancement
164,Weighted variance computation for sparse data is not numerically stable,"[Label(name=""Bug""), Label(name=""Moderate""), Label(name=""help wanted""), Label(name=""module:linear_model""), Label(name=""module:preprocessing"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19546,bug
165,[CI] Add trigging events to check-changelog workflow.,"[Label(name=""Build / CI"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19545,build
166,ENH Enables common test for bicluster estimators,"[Label(name=""No Changelog Needed""), Label(name=""module:cluster""), Label(name=""module:test-suite"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19542,NO
167,ENH Checks n_features_in_ after fitting in random_projection,[],https://api.github.com/repos/scikit-learn/scikit-learn/issues/19541,NO
168,ENH Checks n_features_in_ after fitting in mixture,"[Label(name=""No Changelog Needed""), Label(name=""Waiting for Reviewer""), Label(name=""module:mixture"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19540,NO
169,TST Enables isotonic and manifold in test_check_n_features_in_after_fitting,"[Label(name=""No Changelog Needed""), Label(name=""module:test-suite"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19539,NO
170,Sequential forward selection - unsupervised fit_transform bug,"[Label(name=""Bug""), Label(name=""module:feature_selection"")]",https://api.github.com/repos/scikit-learn/scikit-learn/issues/19538,bug
