,0,1,2,label
150,BUG: select_dtypes considers numpy int and pandas nullable integer types as the same,"[Label(name=""Bug""), Label(name=""Dtypes""), Label(name=""NA - MaskedArrays"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40234,bug
153,ENH: Allow overwriting existing sheets when appending to excel files,"[Label(name=""Enhancement""), Label(name=""IO Excel"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40230,enhancement
155,DEPR: restrict downstream usage of core.internals,"[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40226,bug
156,BUG: update should try harder to preserve dtypes #4094,"[Label(name=""Bug""), Label(name=""Dtypes"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40219,bug
158,"BUG: Pandas will always attempt to fetch all rows, even from a ResultProxy that does not return rows","[Label(name=""Bug""), Label(name=""IO SQL""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40205,bug
159,BUG: Regression in pandas 1.2.3 in dataframe.__setitem__,"[Label(name=""Bug""), Label(name=""Indexing""), Label(name=""Needs Discussion""), Label(name=""Regression"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40204,bug
160,PERF: Cache hashing of categories,"[Label(name=""Categorical""), Label(name=""Performance"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40193,performance
161,BUG: MultiIndex block assignment introduces NaNs in data,"[Label(name=""Bug""), Label(name=""Indexing"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40186,bug
162,BUG: to_sql not properly escaping column names postgresql,"[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40183,bug
164,"BUG: read_parquet empty DataFrame with MultiIndex column fails with ""AttributeError: 'dict' object has no attribute 'dtype'""","[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40173,bug
168,"BUG:df.drop(columns=[""col1""])  KeyError  ""['col1'] not found in axis""","[Label(name=""Error Reporting""), Label(name=""Indexing"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40160,error
169,"BUG/API: Series(dt64tz_data, dtype=""datetime64[ns]"") behavior inconsistent","[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40157,bug
171,BUG: groupby drops string dtype,"[Label(name=""Bug""), Label(name=""Dtypes""), Label(name=""Groupby"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40148,bug
172,BUG: Non-deterministic AttributeError exception accessing DataFrame columns,"[Label(name=""Bug""), Label(name=""Closing Candidate"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40146,bug
173,BUG: Regression in PeriodIndex.loc string slicing behaviour between 1.0.x and >= 1.1.0,"[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40145,bug
174,ENH: re-implement DataFrame.lookup.,"[Label(name=""Enhancement""), Label(name=""Needs Discussion"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40140,enhancement
175,ENH:AttributeError: 'SeriesGroupBy' object has no attribute 'kurtosis',"[Label(name=""Enhancement""), Label(name=""Groupby"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40139,enhancement
177,Pandas IO XML Issue Tracker,"[Label(name=""Enhancement""), Label(name=""Master Tracker""), Label(name=""XML"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40131,enhancement
180,"Performance regression in reindex.Fillna.time_float_32, etc.","[Label(name=""Needs Triage""), Label(name=""Performance""), Label(name=""Regression"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40123,performance
181,BUG: index map leading to ValueError: Reindexing only valid with uniquely valued Index objects,"[Label(name=""Bug"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40115,bug
184,API/BUG: partially-inferring datetimes,"[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40111,bug
185,"API/BUG: Series(floating, dtype=intlike) ignores dtype, DataFrame casts","[Label(name=""Bug""), Label(name=""Dtypes"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40110,bug
188,BUG: ewma with time should not update value when timedelta between two steps is 0,"[Label(name=""Bug""), Label(name=""Closing Candidate""), Label(name=""Window"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40099,bug
189,"BUG: ewma with time gives strange results with adjust = False vs. True, difference is too large to make sense","[Label(name=""Bug""), Label(name=""Needs Discussion""), Label(name=""Window"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40098,bug
190,BUG: GroupBy.apply reruns the full loop if an exception is raised,"[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40093,bug
191,"BUG: Categorical dtype in MultiIndex levels is lost during set operations (difference, union, intersection,...)","[Label(name=""Bug""), Label(name=""Categorical""), Label(name=""MultiIndex"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40080,bug
193,"BUG: Empty dataframe created with Index, not RangeIndex","[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40077,bug
194,BUG: Outer merge casts dtype string to object ,"[Label(name=""Bug""), Label(name=""Reshaping""), Label(name=""Strings"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40073,bug
195,Mystery: bi-modal benchmarks,"[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40066,bug
196,ENH: Group names in a groupby should be `namedtuple` instead of `tuple`,"[Label(name=""Enhancement""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40057,enhancement
197,BUG: read_csv accepts bad lines when option usecols is used,"[Label(name=""Bug""), Label(name=""IO CSV""), Label(name=""Needs Discussion"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40049,bug
198,BUG: plotting with `secondary_y` and then plotting another line results in wrong color for (right) line,"[Label(name=""Bug""), Label(name=""Visualization"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40044,bug
199,PERF: Performance Regression GroupBy apply,"[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40041,bug
200,ENH: change behavior in reading malformat file,"[Label(name=""Enhancement""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40038,enhancement
202,BUG: Calling to_html with float_format strips all trailing zeros if an integer string is returned from the formatter,"[Label(name=""Bug""), Label(name=""IO HTML"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40024,bug
206,"BUG: ""groupby"" failed for dataframe with object-type index","[Label(name=""Bug""), Label(name=""Groupby"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40014,bug
207,BUG: Issues with return type hint and/or definition of `pandas.core.generic.NDFrame.__hash__`,"[Label(name=""Bug""), Label(name=""Needs Triage""), Label(name=""Typing"")]",https://api.github.com/repos/pandas-dev/pandas/issues/40013,bug
210,ENH: `applymap` get kwargs?,"[Label(name=""Enhancement""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39987,enhancement
211,BUG: Unable to create a MultiIndex with `nan` values in nullable `Float` dtypes,"[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39984,bug
213,BUG: numpy.datetime64 unit counts ignored,"[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39977,bug
214,ENH: Improve assertion message for `assert_frame_equal`,"[Label(name=""Enhancement""), Label(name=""Needs Triage""), Label(name=""Testing"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39967,enhancement
217,BUG: `to_html()` contains deprecated and poorly supported HTML,"[Label(name=""Bug""), Label(name=""IO HTML"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39951,bug
221,ENH: add a gradient map to background gradient,"[Label(name=""Enhancement""), Label(name=""Styler"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39930,enhancement
222,"ENH: Want a new feature in merge_asof function, which includes the all the rows of the right data frame with duplicate values of the coulumn on which it is matched , in the merged dataframe","[Label(name=""Enhancement""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39929,enhancement
223,BUG: fillna(0) does not fill NaNs for Float64Arrays,"[Label(name=""API Design""), Label(name=""Bug""), Label(name=""NA - MaskedArrays""), Label(name=""Needs Discussion"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39926,bug
224,Updated read_html to add option,"[Label(name=""Enhancement""), Label(name=""IO HTML"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39925,enhancement
225,ENH: get_rename_function: add support for __getitem__ override,"[Label(name=""Enhancement""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39921,enhancement
226,"BUG: ""unique"" and pd.Series.unique produce different results with aggregation","[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39920,bug
227,ENH: `df.explode` should turn empty lists into *no* rows rather than a NaN row,"[Label(name=""Enhancement""), Label(name=""Missing-data""), Label(name=""Reshaping"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39915,enhancement
228,ENH: Multi-layered Vector Functions,"[Label(name=""Enhancement""), Label(name=""Indexing""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39914,enhancement
229,ENH: new orient setting for read_json to support common API format,"[Label(name=""Enhancement""), Label(name=""IO JSON""), Label(name=""Styler"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39913,enhancement
230,BUG: DataFrame does not display as LaTeX in Jupyter when it should,"[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39911,bug
232,BUG: DataFrame construction with columns argument set to a MultiIndex creates an empty DataFrame.,"[Label(name=""Docs""), Label(name=""Enhancement"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39904,enhancement
233,BUG: Inconsistency in df.sum when strings are present in column values,"[Label(name=""Bug""), Label(name=""Groupby""), Label(name=""Nuisance Columns"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39903,bug
234,BUG: pandas.DataFrame.compare causes loss of accuracy for big ints,"[Label(name=""Bug""), Label(name=""Dtypes"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39899,bug
236,BUG: groupby dropna=False doesn't work for multi index columns,"[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39895,bug
240,BUG: InvalidIndexError: Reindexing only valid with uniquely valued Index objects on to_datetime,"[Label(name=""Bug""), Label(name=""Indexing""), Label(name=""Timeseries"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39882,bug
241,BUG: `df.combine_first` duplicates rows for nan index values,"[Label(name=""Bug""), Label(name=""Indexing""), Label(name=""Missing-data""), Label(name=""MultiIndex"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39881,bug
243,BUG: pandas.SparseDtype from pandas.CategoricalDtype fails,"[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39874,bug
244,[WIP] ENH: Groupby mode,"[Label(name=""Enhancement""), Label(name=""Groupby""), Label(name=""Needs Discussion""), Label(name=""Reductions"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39867,enhancement
245,BUG: Docs website is blocked by google safe browsing,"[Label(name=""Bug""), Label(name=""Web"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39862,bug
246,[POC] PERF: 1d version of the cython grouped aggregation algorithms,"[Label(name=""Performance"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39861,performance
249,BUG: array ufuncs with more than 2 inputs fails with 2 or more pd.Series and scalar arguments,"[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39853,bug
250,"BUG: float formatters ignore ""object"" extension type; Other issues in same code","[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39850,bug
253,BUG: Creating empty datetime64[ns] column should not try to use cache,"[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39843,bug
254,"BUG: When checking equality of column dtype - TypeError: Cannot interpret 'datetime64[ns, UTC]' as a data type","[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39839,bug
255,BUG: Problems round-tripping categoricals to/from parquet,"[Label(name=""Bug""), Label(name=""IO Parquet""), Label(name=""Upstream issue"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39838,bug
260,Raise an error on redundant definition of separator in read_csv,"[Label(name=""Enhancement""), Label(name=""Error Reporting""), Label(name=""IO CSV"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39823,enhancement
261,ENH: Styler builtins: `highlight_between`,"[Label(name=""Enhancement""), Label(name=""Styler"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39821,enhancement
264,ENH: Using pyright to analyze missing type declarations,"[Label(name=""Enhancement""), Label(name=""Typing"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39813,enhancement
268,ENH: read_html support dtype param,"[Label(name=""Dtypes""), Label(name=""Enhancement""), Label(name=""IO HTML"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39804,enhancement
269,BUG: Pandas Import is failing under Conda Python 3.7,"[Label(name=""Build"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39802,build
270,"ENH: consider using sets and not maps for isin, unique and duplicated","[Label(name=""Enhancement""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39799,enhancement
275,BUG: Index and MultiIndex `KeyError` cases and discussion,"[Label(name=""Bug""), Label(name=""Needs Triage"")]",https://api.github.com/repos/pandas-dev/pandas/issues/39775,bug
