,0,1,2,label
20,Possible memory leak with MSMF backend for cv::videoCapture,"[Label(name=""category: videoio""), Label(name=""platform: win32"")]",https://api.github.com/repos/opencv/opencv/issues/19737,NO
21,real time stream with rtsp protocol get empty frame after a while,"[Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19736,NO
22,Merge pull request #1 from opencv/master,"[Label(name=""invalid"")]",https://api.github.com/repos/opencv/opencv/issues/19735,NO
23,A stack overflow in opencv_world451. dll &  opencv_world450. dll under Windows  ,"[Label(name=""incomplete""), Label(name=""needs reproducer"")]",https://api.github.com/repos/opencv/opencv/issues/19734,NO
24,JS: IntelligentScissors demo doesn't work,"[Label(name=""bug""), Label(name=""category: core""), Label(name=""category: javascript (js)""), Label(name=""priority: high"")]",https://api.github.com/repos/opencv/opencv/issues/19733,bug
25,G-API Stereo operation and tests,[],https://api.github.com/repos/opencv/opencv/issues/19732,NO
26,G-API: Basic frame drop functionality,"[Label(name=""category: g-api / gapi"")]",https://api.github.com/repos/opencv/opencv/issues/19731,NO
27,emcc error code 1,"[Label(name=""category: javascript (js)""), Label(name=""incomplete""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19730,NO
28,GPL license issue in features2d.hpp and mser.cpp,"[Label(name=""category: features2d"")]",https://api.github.com/repos/opencv/opencv/issues/19729,NO
29,contrib module CUDEV uses c++ exceptions but not enabled on Windows,"[Label(name=""category: build/install""), Label(name=""category: gpu/cuda (contrib)""), Label(name=""platform: win32"")]",https://api.github.com/repos/opencv/opencv/issues/19728,build
30,"""Memory leak"" when CV_TRACE=ON is combined with pthreads","[Label(name=""category: core""), Label(name=""priority: low"")]",https://api.github.com/repos/opencv/opencv/issues/19727,NO
31,How to install pre-built opencv viz binary for opencv 4.1,"[Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19726,NO
32,Cannot import cv2 due to issue with TBB ,"[Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19725,NO
33,MacOSX: repair build with VTK 9.0,"[Label(name=""bug""), Label(name=""category: build/install""), Label(name=""category: infrastructure""), Label(name=""category: viz"")]",https://api.github.com/repos/opencv/opencv/issues/19724,bug
34,invalid link on wiki,"[Label(name=""bug""), Label(name=""category: documentation"")]",https://api.github.com/repos/opencv/opencv/issues/19723,bug
35,(4.x) Merge 3.4,[],https://api.github.com/repos/opencv/opencv/issues/19722,NO
36,add audio support in cap_msmf,[],https://api.github.com/repos/opencv/opencv/issues/19721,NO
37,core(ocl): skip SPIR test on AMD devices if problem detected,"[Label(name=""category: core""), Label(name=""category: ocl""), Label(name=""test"")]",https://api.github.com/repos/opencv/opencv/issues/19720,NO
38,G-API: Python tests failed in builds with OpenVINO,"[Label(name=""bug""), Label(name=""category: g-api / gapi""), Label(name=""priority: high"")]",https://api.github.com/repos/opencv/opencv/issues/19719,bug
39,"(3.4) noexcept def construct Mat, UMat, Mat_, MatSize, MatStep","[Label(name=""category: core""), Label(name=""port/backport done"")]",https://api.github.com/repos/opencv/opencv/issues/19718,NO
40,Avoiding copy by passing param by reference,[],https://api.github.com/repos/opencv/opencv/issues/19717,NO
41,Added ngraph::op::v4::Interpolation,"[Label(name=""category: dnn""), Label(name=""feature"")]",https://api.github.com/repos/opencv/opencv/issues/19716,feature
42,core:ppc64 fix detecting CPU features when optimization is off,"[Label(name=""bug""), Label(name=""category: build/install""), Label(name=""category: core""), Label(name=""platform: ppc (PowerPC)"")]",https://api.github.com/repos/opencv/opencv/issues/19715,bug
43,DNN_TARGET_CUDA - Multiple GPU configuration,"[Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19714,NO
44,Image-Scaling Attacks: Adjust documentation and recommend secure algorithms in security-critical applications,"[Label(name=""RFC"")]",https://api.github.com/repos/opencv/opencv/issues/19713,NO
45,[G-API]: Performance tests for KalmanFilter,"[Label(name=""category: g-api / gapi""), Label(name=""test"")]",https://api.github.com/repos/opencv/opencv/issues/19712,NO
46,Assertion failure when trying to GOut multiple data types. ,"[Label(name=""category: g-api / gapi"")]",https://api.github.com/repos/opencv/opencv/issues/19711,NO
47,cv::cuda::sum() not working on RTX 3060 Ti,"[Label(name=""category: gpu/cuda (contrib)""), Label(name=""invalid""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19710,NO
48,Implement async version for InferList & Infer2,"[Label(name=""category: g-api / gapi""), Label(name=""feature"")]",https://api.github.com/repos/opencv/opencv/issues/19709,feature
49,Random forest gives incorrect prediction.,"[Label(name=""category: ml""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19708,NO
50,Upstream fixes from release,"[Label(name=""category: g-api / gapi"")]",https://api.github.com/repos/opencv/opencv/issues/19707,NO
51,Mapped memory does not clean up when close  for case of HAVE_CAMV4L is false but HAVE_CAMV4L2 is true,"[Label(name=""wontfix"")]",https://api.github.com/repos/opencv/opencv/issues/19706,NO
52,[ERROR] Building OpenCV 4.5.1 opencv-master/modules/imgcodecs/src/grfmt_jpeg2000_openjpeg.cpp: In function ‘cv::String cv::{anonymous}::colorspaceName(COLOR_SPACE),"[Label(name=""duplicate"")]",https://api.github.com/repos/opencv/opencv/issues/19705,NO
53,cv::cuda::remap is not working correctly and there may be an error？,"[Label(name=""bug""), Label(name=""category: gpu/cuda (contrib)"")]",https://api.github.com/repos/opencv/opencv/issues/19704,bug
54,Init params (StereoSGBMParams) in StereoSGBMImpl constructor init list,"[Label(name=""category: calib3d"")]",https://api.github.com/repos/opencv/opencv/issues/19703,NO
55,BGR to HSV different result on Windows and Android,"[Label(name=""category: documentation""), Label(name=""category: imgproc""), Label(name=""platform: android"")]",https://api.github.com/repos/opencv/opencv/issues/19702,Documentation
56,crash when opencv_wechat_qrcode in parallel,"[Label(name=""invalid""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19701,NO
57,emcc.bat error code 1,"[Label(name=""category: javascript (js)""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19700,NO
58,How do I reference the 'opencv' library,"[Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19699,NO
59,PPC64: Unable to detect CPU features when optimization is disabled,"[Label(name=""affected: 3.4""), Label(name=""bug""), Label(name=""category: build/install""), Label(name=""category: core""), Label(name=""platform: ppc (PowerPC)"")]",https://api.github.com/repos/opencv/opencv/issues/19698,bug
60,"EfficientNet like model crashes on load (TF, TF2, ONNX)","[Label(name=""category: dnn"")]",https://api.github.com/repos/opencv/opencv/issues/19696,NO
61,Can ‘cap = video.create_capture(fn)’ be parallelized？,"[Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19695,NO
62,Several test cases in videoio/videocapture_acceleration.read fail on Windows (VP9),"[Label(name=""category: videoio"")]",https://api.github.com/repos/opencv/opencv/issues/19694,NO
63,ONNX diagnostic tool corrections,[],https://api.github.com/repos/opencv/opencv/issues/19693,NO
64,core:ppc64 fix the build with the newer versions of Eigen on IBM/Power,"[Label(name=""bug""), Label(name=""category: build/install""), Label(name=""category: core""), Label(name=""platform: ppc (PowerPC)"")]",https://api.github.com/repos/opencv/opencv/issues/19692,bug
65,DNN huge performance dropout on 32 bit,"[Label(name=""priority: low""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19691,NO
66,fix camera_calibration sample for fisheye,"[Label(name=""bug""), Label(name=""category: calib3d""), Label(name=""category: documentation""), Label(name=""category: samples"")]",https://api.github.com/repos/opencv/opencv/issues/19690,bug
67,add estimateAffine3D overload that implements Umeyama's algorithm,"[Label(name=""category: calib3d""), Label(name=""feature""), Label(name=""test"")]",https://api.github.com/repos/opencv/opencv/issues/19689,feature
68,videoio(doc): add 'videoio_hwaccel' group,"[Label(name=""category: documentation""), Label(name=""category: videoio"")]",https://api.github.com/repos/opencv/opencv/issues/19688,Documentation
69,videoio(docs): fixes,"[Label(name=""category: documentation""), Label(name=""category: videoio"")]",https://api.github.com/repos/opencv/opencv/issues/19687,Documentation
70,(4.x) Merge 3.4,[],https://api.github.com/repos/opencv/opencv/issues/19686,NO
71,Init params (StereoBMParams) in StereoBMImpl constructor initialization list,"[Label(name=""category: calib3d"")]",https://api.github.com/repos/opencv/opencv/issues/19685,NO
72,Add Octree to 3D module in next branch - in progress,"[Label(name=""pr: needs test"")]",https://api.github.com/repos/opencv/opencv/issues/19684,NO
73,"add noexcept to default constructor for: Mat, UMat, Mat_, MatSize, MatStep","[Label(name=""category: core""), Label(name=""port/backport done"")]",https://api.github.com/repos/opencv/opencv/issues/19683,NO
74,"add noexcept to default constructors: Mat, UMat, Mat_, MatSize, MatStep","[Label(name=""category: core"")]",https://api.github.com/repos/opencv/opencv/issues/19682,NO
75,Workaround for IPP linking problem,[],https://api.github.com/repos/opencv/opencv/issues/19681,NO
76,cmake: update Python linters handling,"[Label(name=""category: build/install""), Label(name=""category: python bindings""), Label(name=""category: samples"")]",https://api.github.com/repos/opencv/opencv/issues/19680,build
77,attempting to Use open CV with Tensorflow for Object detection Through Webcam,"[Label(name=""invalid""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19679,NO
78,compiling gapi_async_test.cpp with gcc 11 fails,"[Label(name=""bug""), Label(name=""category: build/install""), Label(name=""category: g-api / gapi"")]",https://api.github.com/repos/opencv/opencv/issues/19678,bug
79,QR code: fix false positive detection,"[Label(name=""bug""), Label(name=""category: objdetect"")]",https://api.github.com/repos/opencv/opencv/issues/19677,bug
80,OE-XX: Hardware-accelerated Video I/O,"[Label(name=""category: videoio""), Label(name=""evolution""), Label(name=""platform: linux""), Label(name=""platform: win32"")]",https://api.github.com/repos/opencv/opencv/issues/19676,NO
81,Removed unused variables found by pylint,"[Label(name=""category: python bindings""), Label(name=""category: samples"")]",https://api.github.com/repos/opencv/opencv/issues/19675,NO
82,Determine layout,"[Label(name=""bug""), Label(name=""category: dnn"")]",https://api.github.com/repos/opencv/opencv/issues/19674,bug
83,opencv3.412  no suitable user_defeined conversion from cv::mat to CvMat,"[Label(name=""duplicate""), Label(name=""invalid""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19673,NO
84,How to use CvvImage Class with opencv4.1.0 for a MFC application?,"[Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19672,NO
85,dnn : Added Spatial Attention Module in Darknet Importer,"[Label(name=""category: dnn""), Label(name=""feature"")]",https://api.github.com/repos/opencv/opencv/issues/19671,feature
86,Throw error in VideoWriter.write() if dimensions of frame to append don't match,"[Label(name=""RFC""), Label(name=""category: videoio"")]",https://api.github.com/repos/opencv/opencv/issues/19670,NO
87,Fix static analyzer issues,[],https://api.github.com/repos/opencv/opencv/issues/19669,NO
88,getCacheDirectory binding for Python,"[Label(name=""category: python bindings""), Label(name=""test"")]",https://api.github.com/repos/opencv/opencv/issues/19668,NO
89,videoio(ffmpeg): fix VIDEO_ACCELERATION_ANY handling,"[Label(name=""bug""), Label(name=""category: videoio"")]",https://api.github.com/repos/opencv/opencv/issues/19667,bug
90,ffmpeg/4.x: update FFmpeg wrapper 2021.03,"[Label(name=""category: 3rdparty""), Label(name=""category: videoio""), Label(name=""platform: win32"")]",https://api.github.com/repos/opencv/opencv/issues/19666,NO
91,ffmpeg/3.4: update FFmpeg wrapper 2021.03,"[Label(name=""affected: 3.4""), Label(name=""category: 3rdparty""), Label(name=""category: videoio""), Label(name=""platform: win32"")]",https://api.github.com/repos/opencv/opencv/issues/19665,NO
92,(4.x) Merge 3.4,[],https://api.github.com/repos/opencv/opencv/issues/19664,NO
93,videoio: av_frame_unref compilation fix,"[Label(name=""bug""), Label(name=""category: build/install""), Label(name=""category: videoio"")]",https://api.github.com/repos/opencv/opencv/issues/19663,bug
94,"how to deal with "" unresolved external symbol "" ""fastConv"" ""fastGEMM1T"" ""fastDepthwiseConv"" ""fastGEMM"" ","[Label(name=""category: build/install""), Label(name=""incomplete""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19662,build
95,(3.4) videoio: ffmpeg fixes,"[Label(name=""bug""), Label(name=""category: build/install""), Label(name=""category: videoio"")]",https://api.github.com/repos/opencv/opencv/issues/19661,bug
96,3rdparty: update openjpeg 2.3.1 => 2.4.0,"[Label(name=""category: 3rdparty""), Label(name=""category: imgcodecs"")]",https://api.github.com/repos/opencv/opencv/issues/19660,NO
97,3rdparty: update libtiff 4.1.0 => 4.2.0,"[Label(name=""category: 3rdparty""), Label(name=""category: imgcodecs"")]",https://api.github.com/repos/opencv/opencv/issues/19659,NO
98,3rdparty: update libwebp 1.1.0 => 1.2.0,"[Label(name=""category: 3rdparty""), Label(name=""category: imgcodecs"")]",https://api.github.com/repos/opencv/opencv/issues/19658,NO
99,pre: OpenCV 4.5.2 (version++),[],https://api.github.com/repos/opencv/opencv/issues/19657,NO
100,pre: OpenCV 3.4.14 (version++),[],https://api.github.com/repos/opencv/opencv/issues/19656,NO
101,EXR alpha support for 4 channel reading and writing,"[Label(name=""category: imgcodecs""), Label(name=""feature"")]",https://api.github.com/repos/opencv/opencv/issues/19655,feature
102,"error: (-209:Sizes of input arguments do not match) The operation is neither 'array op array' (where arrays have the same size and type), nor 'array op scalar', nor 'scalar op array' in function 'binary_op'","[Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19654,NO
103,"Remove redundant ""if"" condition and unused variables in libjasper and…","[Label(name=""category: 3rdparty""), Label(name=""category: imgcodecs"")]",https://api.github.com/repos/opencv/opencv/issues/19653,NO
104,Remove unnecessary if conditions in libjasper and libjpeg-turbo,[],https://api.github.com/repos/opencv/opencv/issues/19652,NO
105,relative to https://forum.opencv.org/t/cv2-findtransformecc-sometimes…,"[Label(name=""category: python bindings""), Label(name=""category: video"")]",https://api.github.com/repos/opencv/opencv/issues/19651,NO
106,[DRAFT] Closer Integration of Julia and OpenCV,[],https://api.github.com/repos/opencv/opencv/issues/19650,NO
107,Fix error backend,"[Label(name=""category: dnn""), Label(name=""incomplete"")]",https://api.github.com/repos/opencv/opencv/issues/19649,NO
108,Temp file creation on Windows name conflict/race condition,"[Label(name=""bug""), Label(name=""category: core""), Label(name=""platform: win32"")]",https://api.github.com/repos/opencv/opencv/issues/19648,bug
109,Error compiling with newer Eigen on PPC64LE,"[Label(name=""category: 3rdparty""), Label(name=""category: build/install""), Label(name=""platform: ppc (PowerPC)"")]",https://api.github.com/repos/opencv/opencv/issues/19647,build
110,The time spent on seamlessClone is seriously affected by the size of the input image.,"[Label(name=""category: photo""), Label(name=""incomplete""), Label(name=""needs reproducer""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19646,NO
111,Build Error on Xcode 12.4,"[Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19645,NO
112,build fail against CUDA,"[Label(name=""category: build/install""), Label(name=""category: gpu/cuda (contrib)""), Label(name=""incomplete""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19644,build
113,OpenCV4.5.1 / Darknet / forward problem (Always the same result),"[Label(name=""bug""), Label(name=""category: dnn""), Label(name=""category: gpu/cuda (contrib)"")]",https://api.github.com/repos/opencv/opencv/issues/19643,bug
114,(3.4) Added exp layer (backport 19545),"[Label(name=""category: dnn""), Label(name=""feature""), Label(name=""port/backport done"")]",https://api.github.com/repos/opencv/opencv/issues/19642,feature
115,Aligned TF Reshape layer behaviour,"[Label(name=""bug""), Label(name=""category: dnn"")]",https://api.github.com/repos/opencv/opencv/issues/19641,bug
116,calib3d(usac): do not crash on empty models,"[Label(name=""bug""), Label(name=""category: calib3d""), Label(name=""priority: normal"")]",https://api.github.com/repos/opencv/opencv/issues/19640,bug
117,version 4.5.1 findFundamentalMat Magsac algorithm SegmentFault across platforms on specific keypoint input,"[Label(name=""bug""), Label(name=""category: calib3d""), Label(name=""confirmed"")]",https://api.github.com/repos/opencv/opencv/issues/19639,bug
118,import cv2    SyntaxError: invalid syntax,"[Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19638,NO
119,(4.x) Merge 3.4,[],https://api.github.com/repos/opencv/opencv/issues/19637,NO
120,python binding blendLinear,"[Label(name=""category: imgproc""), Label(name=""category: python bindings""), Label(name=""feature"")]",https://api.github.com/repos/opencv/opencv/issues/19636,feature
121,iOS imwrite crash,"[Label(name=""category: imgcodecs""), Label(name=""incomplete""), Label(name=""platform: ios/osx"")]",https://api.github.com/repos/opencv/opencv/issues/19635,NO
122,Out of bound access in cap_mjpeg_encoder.cpp,"[Label(name=""bug""), Label(name=""category: imgcodecs"")]",https://api.github.com/repos/opencv/opencv/issues/19634,bug
123,gstreamer: add video module,"[Label(name=""backport is needed""), Label(name=""bug""), Label(name=""category: build/install""), Label(name=""category: videoio"")]",https://api.github.com/repos/opencv/opencv/issues/19633,bug
124,Added OpenVINO ARM target,"[Label(name=""category: dnn""), Label(name=""feature"")]",https://api.github.com/repos/opencv/opencv/issues/19632,feature
125,Sota ccl,"[Label(name=""category: imgproc""), Label(name=""feature"")]",https://api.github.com/repos/opencv/opencv/issues/19631,feature
126,Green strip artifact on the frame by VideoCapture through Gstreamer applink,"[Label(name=""bug""), Label(name=""category: 3rdparty""), Label(name=""category: videoio"")]",https://api.github.com/repos/opencv/opencv/issues/19630,bug
127,"OpenCV's Bayer naming differs from the rest of the world, resulting in unexpected demosaicing results","[Label(name=""RFC""), Label(name=""bug""), Label(name=""category: imgproc"")]",https://api.github.com/repos/opencv/opencv/issues/19629,bug
128,imgproc(warpAffine): avoid buffer indexes overflow in SIMD code,"[Label(name=""bug""), Label(name=""category: imgproc""), Label(name=""optimization"")]",https://api.github.com/repos/opencv/opencv/issues/19628,bug
129,plugins: add suffix to default OUTPUT_NAME,"[Label(name=""bug""), Label(name=""category: build/install""), Label(name=""platform: win32"")]",https://api.github.com/repos/opencv/opencv/issues/19627,bug
130,"Segmentation fault on loop calling QRCodeDetector, decodeCurved method","[Label(name=""bug""), Label(name=""category: objdetect"")]",https://api.github.com/repos/opencv/opencv/issues/19626,bug
131,Fixed several issues found by static analysis (backported),"[Label(name=""port/backport done"")]",https://api.github.com/repos/opencv/opencv/issues/19625,NO
132,Python kernel dies while using feature matching,"[Label(name=""incomplete""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19624,NO
133,Xcode 12.4 opencv4.5.1 can't compile,"[Label(name=""invalid""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19623,NO
134,Updated cpp reference implementations for a few intrinsics,"[Label(name=""category: core"")]",https://api.github.com/repos/opencv/opencv/issues/19622,NO
135,OpenCV Class VideoCapture doesn't support get/set Videoio.CAP_PROP_AUTO_WB in Windows 10 but Linux (Ubuntu),"[Label(name=""category: videoio(camera)""), Label(name=""duplicate""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19621,NO
136,Fixed several issues found by static analysis,"[Label(name=""port/backport done"")]",https://api.github.com/repos/opencv/opencv/issues/19620,NO
137,get and set cameras on stitcher,"[Label(name=""category: stitching""), Label(name=""feature"")]",https://api.github.com/repos/opencv/opencv/issues/19619,feature
138,videoio: dump exception's messages in plugins,"[Label(name=""category: videoio"")]",https://api.github.com/repos/opencv/opencv/issues/19618,NO
139,G-API: Extend GKernelPackage and serialization API,"[Label(name=""category: g-api / gapi"")]",https://api.github.com/repos/opencv/opencv/issues/19617,NO
140,Update README.md,"[Label(name=""invalid"")]",https://api.github.com/repos/opencv/opencv/issues/19616,NO
141,[Feature Request] matchTemplate mask on larger image,"[Label(name=""category: imgproc""), Label(name=""feature"")]",https://api.github.com/repos/opencv/opencv/issues/19615,feature
142,Android NDK program build with opencv-3.4.13-android-sdk error,"[Label(name=""category: build/install""), Label(name=""incomplete""), Label(name=""platform: android""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19614,build
143,boost NMS performance,"[Label(name=""category: dnn""), Label(name=""optimization"")]",https://api.github.com/repos/opencv/opencv/issues/19613,optimization
144,arm v7a can’t load pb model,"[Label(name=""category: dnn""), Label(name=""incomplete""), Label(name=""platform: android"")]",https://api.github.com/repos/opencv/opencv/issues/19612,NO
145,ONNX forward method returns 1*-1*-1 FLOAT32  in c++ opencv ,"[Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19611,NO
146,Minor fixes to plugin compilation and VA feature,"[Label(name=""bug""), Label(name=""category: build/install"")]",https://api.github.com/repos/opencv/opencv/issues/19610,bug
147,videoio(gstreamer): rework retrieveFrame() to handle strides,"[Label(name=""backport is needed""), Label(name=""bug""), Label(name=""category: videoio"")]",https://api.github.com/repos/opencv/opencv/issues/19609,bug
148,Test Drawing.ttf_text fails on Windows 10 in branch next,"[Label(name=""bug""), Label(name=""category: imgproc"")]",https://api.github.com/repos/opencv/opencv/issues/19608,bug
149,(3.4) backport 19606,"[Label(name=""category: build/install""), Label(name=""category: core""), Label(name=""port/backport done"")]",https://api.github.com/repos/opencv/opencv/issues/19607,build
150,(4.x) reduce binaries size of FFmpeg Windows wrapper,"[Label(name=""RFC""), Label(name=""category: build/install""), Label(name=""category: core""), Label(name=""port/backport done"")]",https://api.github.com/repos/opencv/opencv/issues/19606,build
151,DNN_TARGET_OPENCL doing inference inside thread,"[Label(name=""incomplete""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19605,NO
152,MergeMertens high memory usage on android and iOS,"[Label(name=""category: photo"")]",https://api.github.com/repos/opencv/opencv/issues/19604,NO
153,Fix UB in CopyMakeConstBoder_8u,"[Label(name=""category: core"")]",https://api.github.com/repos/opencv/opencv/issues/19603,NO
154,利用OpenCV编译程序时，报错。,"[Label(name=""invalid""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19602,NO
155,dnn: fix build (nullptr issue),"[Label(name=""bug""), Label(name=""category: build/install""), Label(name=""category: dnn"")]",https://api.github.com/repos/opencv/opencv/issues/19601,bug
156,CUDA: build failure on 3.4 branch,"[Label(name=""bug""), Label(name=""category: dnn"")]",https://api.github.com/repos/opencv/opencv/issues/19600,bug
157,matchTemplate assertion error in 'arithm_op',"[Label(name=""bug""), Label(name=""category: core"")]",https://api.github.com/repos/opencv/opencv/issues/19599,bug
158,Can not opencv more than 20 Video Capture RTSP FFMPEG/GStreamer,"[Label(name=""category: 3rdparty""), Label(name=""invalid""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19598,NO
159,Android NDK camera support,"[Label(name=""category: videoio""), Label(name=""feature""), Label(name=""platform: android"")]",https://api.github.com/repos/opencv/opencv/issues/19597,feature
160,createsamples application error when the ,"[Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19596,NO
161,Clean up C API,"[Label(name=""category: core""), Label(name=""category: imgproc""), Label(name=""category: videoio"")]",https://api.github.com/repos/opencv/opencv/issues/19595,NO
162,"core(parallel): fix JS build, fix OpenMP version dump","[Label(name=""bug""), Label(name=""category: build/install""), Label(name=""category: core""), Label(name=""category: javascript (js)"")]",https://api.github.com/repos/opencv/opencv/issues/19594,bug
163,Merge 3.4,[],https://api.github.com/repos/opencv/opencv/issues/19593,NO
164,Use C++ 14 in Cmake and related cleanup,"[Label(name=""category: build/install"")]",https://api.github.com/repos/opencv/opencv/issues/19592,build
165,module 'cv2.cv2' has no attribute,"[Label(name=""invalid""), Label(name=""question (invalid tracker)"")]",https://api.github.com/repos/opencv/opencv/issues/19591,NO
166,Android Studio 4.1,[],https://api.github.com/repos/opencv/opencv/issues/19590,NO
167,Android migrate to Android X,[],https://api.github.com/repos/opencv/opencv/issues/19589,NO
168,Fix an samples error,[],https://api.github.com/repos/opencv/opencv/issues/19588,NO
169,patchNaNs for CV_64F,"[Label(name=""category: core""), Label(name=""feature"")]",https://api.github.com/repos/opencv/opencv/issues/19587,feature
170,Update py_setup_in_ubuntu.markdown,"[Label(name=""category: documentation"")]",https://api.github.com/repos/opencv/opencv/issues/19586,Documentation
171,build warning (windows 32-bit),"[Label(name=""bug""), Label(name=""category: build/install""), Label(name=""test"")]",https://api.github.com/repos/opencv/opencv/issues/19585,bug
172,add move construct/assigns to cv::ocl main classes,"[Label(name=""category: core""), Label(name=""category: ocl""), Label(name=""feature"")]",https://api.github.com/repos/opencv/opencv/issues/19584,feature
